,Gene,Counts,LogFC_Chamb,Adj.P.Val_Chamb,LogFC_Mann_,Adj.P.Val_Mann_,LogFC_Redmo,Adj.P.Val_Redmo,LogFC_Kotov,Adj.P.Val_Kotov,LogFC_Kowal,Adj.P.Val_Kowal,LogFC_Herau,Adj.P.Val_Herau,LogFC_Itoka,Adj.P.Val_Itoka,LogFC_Kim_v,Adj.P.Val_Kim_v,LogFC_Nordd,Adj.P.Val_Nordd,LogFC_Manse,Adj.P.Val_Manse,LogFC_Ali_D,Adj.P.Val_Ali_D,LogFC_Marya,Adj.P.Val_Marya,LogFC_Wahle,Adj.P.Val_Wahle,LogFC_Flach,Adj.P.Val_Flach,LogFC_Young,Adj.P.Val_Young,LogFC_Lazar,Adj.P.Val_Lazar,LogFC_Berse,Adj.P.Val_Berse,LogFC_Grove,Adj.P.Val_Grove,LogFC_Sun_G,Adj.P.Val_Sun_G,LogFC_Kong_,Adj.P.Val_Kong_,LogFC_Kirsc,Adj.P.Val_Kirsc,LogFC_Meng_,Adj.P.Val_Meng_
126,Tmem176a,12,,,0.6639347549,4.48705368943185e-07,1.08729887087378,5.3958381690946e-12,0.45638696504081,0.0011182004360214,0.5309406043,0.0001383966,,,0.665908765952866,3.14852556720815e-07,1.0191142406587,6.021991390948451e-20,0.6462595388,0.0276846522,1.45488662338165,0.0002260519893436,,,0.5621268704,3.1679816452833e-06,,,,,,,,,,,,,0.7223736642,4.16530279998493e-05,0.865378899933306,0.000757347761853,,,1.77880689796475,2.5608687291611097e-16
127,Npdc1,12,,,,,1.10152280417299,5.4145323042655e-05,0.840118787609636,1.9821150626303803e-09,0.3728385986,0.0014488882,0.337345614099242,3.56053493666065e-165,0.819445752639222,2.39753455601526e-07,1.62287572207543,1.85446427300575e-14,0.7175837068,0.0211228199,,,,,1.4091624617,4.26508569481072e-20,,,,,,,,,0.6553677807,0.0490815805,,,0.7821723312,1.49115411359576e-08,1.25656094863599,0.0014309086967728,,,2.53175387340266,1.3564767210271e-09
128,Ptprk,12,,,0.2539600556,0.0001967652,,,1.87260295018854,3.83423081205394e-11,,,,,1.66422215298058,1.18421482411359e-09,,,2.6576052409,0.0038326037,,,,,2.0216007008,1.27044846400972e-09,2.4688682087,0.0012899569,1.133472412975,0.0408340491456619,1.76801006776345,0.0002410613470797,0.9918921543,5.16808262119365e-05,1.502226385,0.0122626433,,,2.2218649236,1.59238301286932e-38,2.39117598839505,0.0001494699002623,,,,
134,Muc1,12,,,,,3.95620597329566,3.52492292967793e-06,2.23348467492219,3.81174227333305e-08,,,,,6.01511919297053,3.36974577572174e-81,4.14653625270346,1.28185051646562e-06,3.1912317202,0.0234943412,3.69109767389188,6.29371962434959e-05,,,4.8749421765,1.03014206453889e-21,1.7187936098,0.007032286,,,,,,,1.3045755932,0.0021362767,,,2.3785493296,8.51174796805187e-22,4.2232510607848,1.84095841908506e-05,,,7.95126202760595,0.0002567989680522
135,Gadd45g,12,,,,,1.99943917581441,1.0172489783560701e-14,1.37481672424795,4.26074943286184e-16,0.4620932923,1.24180995073356e-05,0.377943573109572,1.20490738752366e-237,1.92242141891769,1.9263601453122797e-18,2.81836151274248,9.936165240472669e-22,2.6754834764,0.0100105303,,,,,2.2859967583,4.58237516551839e-09,2.2606221485,0.0004261394,,,,,,,,,0.4134458813,0.0001650598,1.1979369801,5.86593805713695e-10,3.13359758303928,3.35846713613542e-07,,,,
136,Sfrp1,12,,,,,1.72917495705524,0.0001136315245528,1.11513952395915,1.7788377749861e-07,,,,,0.725835882203822,5.81714387543345e-05,2.27288782895812,1.27880858302901e-07,1.769828223,0.0017670478,,,2.8781385759259,1.94221867927546e-07,1.2311262629,0.0035615597,1.3562080963,0.0081367755,,,1.78696819469341,1.50482464347468e-05,,,1.607073666,0.0023386471,,,1.6727368298,1.93954463874968e-24,2.77467640418373,2.22743733317045e-08,,,,
140,Rorb,11,,,,,,,3.77581221430513,8.19256576072366e-27,,,,,4.77748708516215,1.25463273023498e-29,,,2.5594536961,0.0003568728,,,4.18933707651327,1.3855817498141899e-11,4.4815150392,4.0486166161778195e-18,1.6885745181,0.0125250113,,,,,0.9058056806,0.0001161577,1.4058185673,0.0005670484,,,3.9120618922,1.39129473000264e-53,5.01118899345959,5.2302131769758e-11,,,9.35472556509717,0.0002482298469009
141,Abca4,11,,,,,,,1.86022244063303,5.86758721438411e-16,,,,,2.86849767199421,7.14542852153703e-39,2.13995464154147,0.000101330263888,2.4725151876,0.0024933734,,,,,2.5110186125,2.2468527854861497e-18,1.6440974853,0.0037293167,,,,,0.8285224556,0.0001051904,0.7169310254,0.0288423022,,,1.6250882603,2.5127550259838e-29,1.936084573773,0.0004113751028251,0.3360827114,0.0498936639,,
142,Osmr,11,,,,,,,3.90582099778458,1.52505329579345e-27,,,,,4.58309161322082,8.232703844405721e-15,,,3.694586857,0.0025343997,,,5.72770599428649,8.477186184195351e-10,8.9170089321,2.11196461290424e-26,4.5586009437,0.0001410253,,,7.18783756570203,1.07617975368273e-13,1.6683466107,1.51506732801474e-13,1.9726565009,0.0116551522,,,3.5472083216,1.4214630865239e-56,3.79907556563519,0.0005266163956481,,,,
143,Casp12,11,,,,,,,0.882395040296193,1.6046121415304402e-09,,,0.332236905567172,8.067298473582999e-166,0.740215574626569,4.52004295025591e-05,1.03302839060276,0.0001423460561523,1.0327150692,0.0082272194,,,,,1.2750823624,2.30611149816e-11,1.1354208664,0.0061885736,,,,,,,1.1613916587,0.0021362767,,,0.8965190564,2.80661028174915e-11,1.35143621602762,5.64744914692749e-05,,,1.52080687462138,3.36642429727705e-06
147,Adgrg2,11,,,,,,,1.41453701095679,7.183422100388351e-09,,,,,2.07103761782612,1.72183211188256e-13,,,2.6828425645,0.0019409415,,,3.14530596310308,5.44251801396298e-06,2.9691421071,7.72403437475805e-30,2.9253242712,0.0110171753,,,2.44185065501846,7.14438927971017e-07,0.8857012089,0.0001234447,1.2309814252,0.0010306039,,,1.3982957408,1.6842183755832e-17,2.75626880409928,7.67752071869253e-05,,,,
148,Alcam,11,,,0.3187260456,0.0048089431,,,1.82934453496856,1.44014056569605e-19,,,0.357027359849981,2.32610645252455e-159,1.11640494654692,1.09658352891714e-06,1.64629647464948,9.185729049270779e-11,1.9245801773,0.0018015567,,,,,1.2063203063,3.63434276729039e-14,1.6631814685,0.0012899569,1.30371439937916,0.0194296100592348,,,1.2382464975,3.05490159482395e-07,,,,,1.4538826547,2.42044604504738e-24,,,,,,
160,Pbx3,11,1.8825587684,0.0144717161,,,,,1.30711300534764,4.60891976830071e-07,,,,,0.940451350643799,1.73605500477911e-06,,,1.1801843295,0.011899614,,,,,1.2159614139,1.25100691437397e-05,1.1504111674,0.0057622443,,,,,0.9580077457,3.7626934494777e-07,0.8792661638,0.0077481347,0.5879007042,0.007781607,1.1656259867,1.05195348875173e-15,1.37572911454966,0.0001552647395679,,,,
164,Ebi3,11,,,,,,,-1.61028176252718,1.6627732220667e-14,-0.8563538073,7.79229047347286e-13,-0.278741847030067,1.11391476572363e-110,-2.10140365185135,2.21054282411193e-31,-1.28762050709483,1.38914105501345e-07,-1.496895799,0.0292428867,,,,,,,-1.8000444483,0.00404889,-0.91035234296667,0.0108336964297712,,,,,-1.5031169058,0.0250413744,-0.4036160774,0.0054754596,,,,,-0.2659413177,5.44938426115303e-05,,
165,H2-Aa,11,,,,,1.8432945877685,2.30248425657633e-22,1.01123397160602,3.34188695879511e-11,,,0.407676637662132,5.76511096522206e-158,0.703978626660327,5.65846290681897e-07,1.03766821077485,8.82356503543794e-14,,,1.4900674551627,0.0005150267670505,1.56317119446085,0.0002922005028262,,,,,,,1.78936910526347,1.8574068220373e-06,,,2.0842124184,0.0021200704,1.3052386697,1.31914252670625e-09,,,2.7830794208259,1.6232061132148798e-12,,,,
166,Cd34,11,,,,,-1.02100386960269,5.96932765162689e-08,-0.590143156740273,0.0003449837762533,-0.6401451153,0.0005028854,-0.436835217444695,2.3392466650730902e-200,,,-1.21184936918222,9.161678236946631e-17,,,-1.55459101001303,3.541948142794e-06,,,,,,,-0.740462988583333,0.0273213937011932,,,-1.0975122458,3.53339138040137e-07,-0.9279874724,0.0200629743,,,-0.8594924718,6.27609754208262e-07,,,,,-1.50425964070501,5.29314939856043e-07
167,Cavin2,11,,,,,1.40012210529121,8.82440812029899e-16,1.59331245265094,3.5899298584521596e-30,,,0.601165876799744,0.0,,,2.21588446482111,2.37908347042247e-38,,,2.05668259753423,3.46509873793573e-10,2.95572753963464,4.91511401194381e-06,2.5904741536,1.3184905543261e-48,,,,,1.57202580386569,7.36416635647836e-10,1.0047740777,3.53701942606797e-05,1.6424776077,0.0001643595,,,1.5442407786,1.39899646336531e-23,,,,,,
168,Fhdc1,11,,,,,,,1.86728068742896,4.38416809233463e-23,,,,,1.56291418939585,2.35210773535163e-16,1.96904410804297,3.24463253032464e-05,1.4018023035,0.0183326336,,,,,3.110521426,1.75442166082051e-27,1.6921345921,0.0151529536,,,1.93056355403484,6.28213667601556e-05,0.7696777559,2.97521623111748e-05,1.6867433334,0.0033645612,,,1.0189502288,9.65694109559761e-13,1.87898514557448,8.37911100598024e-06,,,,
170,Gm10419,11,,,,,1.6890941266754,5.52085507540887e-05,,,0.3214593924,3.59397530117235e-17,0.420324594606416,0.0,,,,,2.4719436268,0.0127257229,2.7014283661806,6.81815202277003e-11,,,4.0192296036,1.07760064231698e-58,2.4453086618,0.0034203292,,,2.85522986182197,4.86171805904075e-06,1.3004474734,1.08278583008781e-08,1.6795845975,0.0001108807,,,1.6468635908,3.06047127425585e-24,,,,,,
171,Plk2,11,,,0.6309123996,0.0238213875,1.94551047832713,5.96581239570316e-08,0.659231042073168,3.48413270937666e-07,1.1614403105,6.517316485894759e-11,0.306528958642653,1.31618300696086e-205,0.423238612759914,0.0008594656980413,3.33500130369446,9.96347473496137e-19,2.6983751836,0.039575208,,,,,,,,,,,2.30838547995656,1.35172141978173e-05,,,,,,,,,1.72348620937125,1.94308633436555e-06,,,3.91690844993571,1.26359890083445e-07
172,Vmp1,11,,,0.7207004349,0.0004641058,0.697605837744121,1.62325097359002e-05,1.15373589139291,3.37655201650121e-07,,,0.369875174438812,3.4980131741961497e-168,,,0.318540955715338,4.1559003471774e-05,1.3394172533,0.0109599629,,,,,,,1.0453954629,0.0122533979,,,0.921089160886293,0.0001929291087808,,,,,,,1.0454423214,5.4367706062737393e-11,1.51048500645075,1.80908524330651e-06,,,1.11020516929219,6.81841962265729e-07
173,Tgm2,11,,,0.7508887213,1.4795681554693e-07,1.35773956331873,3.97785943718609e-14,0.912049651939965,3.56064002742276e-10,0.6272327124,3.78336585566254e-07,0.479916542625092,1.6436724971293e-262,0.574861152935412,1.91212250017655e-06,1.51105512911585,1.87720005288782e-41,1.1856621367,0.0178278956,,,,,0.9418230142,1.80018895387973e-12,,,,,,,,,,,0.8597698548,0.0417642494,0.7812573427,6.26280263543623e-06,,,,,,
178,Jam2,11,,,0.5027467261,0.0168254599,,,1.67661421993454,5.666289051690191e-15,,,,,1.58350605189391,1.03226797877681e-21,2.50705888266328,7.69680072897748e-10,2.7006531571,0.0032027797,,,3.40276116846293,2.01398745200908e-08,,,2.5009689776,0.0012899569,,,1.56590875107027,2.38033470927545e-09,,,1.5837487917,0.0121717415,0.4468749715,0.0204287366,,,,,,,2.62174814451062,1.2268210332995e-08
182,Bmpr1a,11,,,,,,,3.18272594586128,7.42313123741105e-21,,,,,2.8665549443505,1.0986098143975799e-18,3.002301715636,2.21382696322842e-06,2.5383620661,0.0009166008,,,3.94732032384342,1.19614397694509e-10,,,2.3592088902,0.0002955798,,,3.75056102350189,6.43442437249376e-22,,,2.694994289,6.08271714637882e-05,0.7786868848,0.0003868407,,,4.48248855747044,2.59307184532936e-13,,,7.80997063378726,0.0002123215762365
198,Tacstd2,10,,,,,,,1.37849020097358,7.08847151504143e-11,0.3735777066,1.3252877121973398e-11,,,1.21385745757556,4.59209431077945e-11,1.00938224003038,0.0005745171080964,1.5539326573,0.0403397847,1.69280728895464,0.0001051737461663,,,1.1182462331,1.44724347391878e-06,,,,,,,,,1.2292780296,0.0014007811,,,0.7397055312,1.20512335119371e-06,,,,,1.72705067081582,5.31665080176054e-06
199,Zfp36,10,2.6578217048,0.0286554848,,,1.56810739434603,2.39673777062858e-15,,,1.0001537665,6.7086048585201795e-12,0.332860426809053,7.17444584176583e-91,0.410472105250169,0.0007725968330153,1.03522187753837,3.57639914591056e-05,,,-3.60516020981882,7.13903648315723e-11,,,,,,,,,,,,,1.0618055084,0.0101732625,,,,,,,1.3800753961,0.0091917649,1.59075282451621,8.149438943911719e-11
200,Pgr,10,,,0.2764266071,0.0196417282,,,1.93155007832583,1.88155082372757e-14,,,,,1.51800617981861,7.26891786535251e-11,,,1.5048442237,0.0105601956,,,,,2.0081761312,8.29087234803126e-09,2.8980446611,0.0001410253,,,,,,,1.6148852799,0.0188475769,,,1.7706791745,3.89530191904164e-30,1.43184574640575,0.0006526986056267,,,10.2579426239849,0.0008374675328846
204,Plek,10,1.0372164174,0.0291356844,,,,,0.707419636222092,0.0007504800990552,0.3557995898,5.70172008228214e-10,,,2.52910874881888,2.31445216784637e-34,,,2.0329205419,0.0093448834,,,,,1.2673150267,3.5848715574158205e-21,,,,,,,,,1.0104041588,0.0434714712,1.6264727439,0.041564083,0.7538406967,5.31869593885575e-05,1.09105733161961,5.53197717438924e-05,,,,
206,Aspa,10,,,,,,,1.61355221453404,5.00014855445058e-11,,,,,1.71035362226728,9.336585607360709e-11,,,1.6373374837,0.011899614,2.59315845458454,1.06319041572953e-05,,,2.5880850499,5.71373757417662e-29,2.3067655507,0.0042560072,,,1.70426015992406,7.46757076584221e-06,,,2.231535968,1.63031200790492e-05,,,1.4287955007,7.63190855304577e-18,3.2268796606309,1.05826376307318e-10,,,,
207,Flt3,10,,,,,-2.07591374836792,0.0001793315580619,-1.21224137354558,9.46569317285979e-05,,,,,-0.854632758371204,9.94627365490309e-05,-2.16368012301458,3.83876548827551e-09,,,-3.93686131320965,1.02236084756845e-07,,,,,,,,,,,-1.0303598226,1.5455157001894e-06,-1.6684281996,0.0001108807,-0.2774992712,6.72661174093422e-05,-1.5794145995,1.27784131389369e-22,,,,,-11.4343304069324,0.0004027186837767
208,Cd37,10,,,,,,,-0.64888059384438,6.52053198271234e-05,-0.4908951667,1.5824777693176602e-15,-0.3022777864857,1.0044647917443e-128,-0.524008570454614,0.0026772569358849,-1.16153952653583,0.0001897001052704,,,,,,,-0.6863547859,0.0040578276,-0.9289088616,0.0299442471,-0.684583071616668,0.0267277844505236,,,,,-0.7188905753,0.0249277949,,,-1.069109062,5.0049908649930494e-12,,,,,,
209,Cd86,10,,,,,,,-1.81175686413575,3.79218434561476e-05,,,,,-1.53008295413378,6.60215648379016e-08,,,-1.5965210149,0.0089629078,-3.6942378637122,1.95514809454627e-07,,,-1.5191191968,3.07499817073843e-05,-1.3677652141,0.0078005032,-1.37377948323334,0.0270120807980173,,,,,-0.7217341768,0.0295053066,,,-1.7758288207,2.99627536058316e-12,,,,,-12.751972177823,2.71398584955117e-10
210,Cd74,10,,,,,2.30947762415667,7.17385148605527e-25,1.23180797347072,1.04722061644711e-12,0.9394496405,0.0005827537,0.536533729132751,1.14503621207655e-191,0.95033030845076,1.1989447023261399e-11,0.927000363827274,9.52918814080489e-09,,,,,,,,,,,,,1.71352331964596,1.22866269731624e-05,,,1.7706623973,0.0054992024,0.6462205012,0.0001340861,,,1.89207425550846,7.191589073773171e-25,,,,
211,Gpx3,10,,,0.2878818768,0.0022039938,2.78541397513631,1.85665475738791e-18,1.34384273414741,0.0012205171369087,0.5836506416,3.9119038119753e-08,,,2.11961568685417,2.97660958854114e-21,2.49297057690823,2.90026999520025e-09,,,,,,,1.9022427004,3.80451277840747e-05,,,,,,,,,,,,,1.014272636,3.2786324305906e-07,3.69139332504749,2.08987246185627e-06,,,5.30134993912475,2.8537658670386103e-19
212,Tmem215,10,,,,,,,3.88431567185096,6.87359683538323e-21,,,,,5.32932577666923,1.40539230997828e-32,3.67608707755149,0.0003625344436735,3.3054022058,0.0021781459,,,,,4.9339892832,8.253556884448639e-18,3.5225042036,0.0030769717,,,,,1.2973914073,6.49332437970446e-05,1.0046792564,0.0217051432,,,2.7314656755,7.585903076939709e-26,,,,,11.5340608850261,1.7663390481887e-05
214,Bmp4,10,,,,,2.62000903096956,0.0001697575945474,1.62891732597057,3.4626184183346205e-09,,,,,2.14776681555863,5.37619764325298e-12,3.16808878113394,5.70077486092965e-06,1.9774212747,0.0215162926,2.33884463002839,0.0002178952065561,3.12865795358658,6.18189639626723e-07,,,2.0592786365,0.0017380682,,,3.43544362407107,2.40682874895836e-06,,,,,,,,,,,,,11.0796079743268,2.0160530645457e-14
215,Rorc,10,,,0.5650224664,0.0015721759,2.17308027487537,2.4408414692882e-05,1.61021155210353,3.76201084132346e-13,0.3649052105,3.9119038119753e-08,,,0.732691636702859,0.0006524165638606,2.75366297000849,6.809815381043671e-09,1.1175287077,0.0114985826,,,,,2.0069121089,6.20813320146432e-13,1.4008780843,0.0154575278,,,,,,,,,,,1.6463435548,4.53023083109223e-21,,,,,,
216,S100a6,10,1.0067753673,0.0280317132,,,1.10657449389557,1.13351899179562e-08,,,,,0.342688917138017,4.07037678142228e-121,1.12446318348706,4.03202759209351e-10,1.42124798675844,6.31129199445238e-10,,,2.36240900025736,4.84922286310959e-07,,,1.0970567388,2.07174099361499e-08,,,,,,,,,1.2463915496,0.0010331494,,,1.60676905,3.2990106292418e-15,2.29401552364863,6.89745476523075e-05,,,,
217,Procr,10,,,0.4704741336,0.0026561483,1.24045168466527,5.1672716026129406e-15,0.622080980109953,7.0239782509703e-07,,,0.267903839231214,1.15925103069492e-86,,,1.33549586751619,9.769487937144001e-17,0.7715388808,0.015708198,,,,,0.5932819609,0.0004508822,0.6665369472,0.0471257747,,,,,,,,,,,0.660624792,2.69659151710824e-06,,,,,2.73853158903689,4.1195021795486503e-19
218,H2-Ab1,9,,,,,1.72416335242742,3.0028250094229697e-18,1.1450067670946,3.15369199005294e-08,,,0.353122014842369,5.29579465822105e-126,1.11442275587262,2.0714869129466103e-15,0.805180095488292,4.42288731997366e-09,,,,,,,,,,,,,1.58900749731317,4.13596466763287e-06,,,1.5424778665,0.0034872762,0.8810042805,3.02267179551246e-08,,,2.12630324577875,7.22827283663469e-08,,,,
219,Klf2,9,,,,,2.83554887887629,0.0002345140061752,,,,,0.415336560129495,5.53998195233503e-186,0.846327571547514,1.6926797090463298e-11,,,,,-5.94025304265564,2.0823714444568998e-23,,,,,,,,,2.82920101423931,3.46282266957926e-07,,,,,,,2.0659798979,1.25853735287776e-05,1.12257207738075,0.001363953625073,0.4296190633,0.007973026,2.69105223243629,5.76809021052e-05
220,Sdpr,9,4.8634632284,0.0104539544,0.3821540255,0.00068077,,,,,0.4650856756,1.37356782888486e-12,,,1.87896001148151,1.44937340188931e-29,,,2.0870139036,0.0005711191,,,,,,,2.1199708574,0.0012899569,,,,,,,,,1.3590726067,8.617749216751119e-11,,,2.07474213016062,8.97102329634867e-05,,,1.92752493631547,1.96781212521917e-12
238,Art4,9,,,,,1.285687205146,4.51718423881885e-16,0.816672685819258,4.77234611727414e-10,,,0.32876230170784,3.94694706146592e-150,,,1.37445151556693,6.2750881371023e-19,1.5571939557,0.0031509018,,,,,0.7081101496,7.82239816489662e-07,,,,,,,,,,,0.5821705776,0.0009711306,0.8276805717,9.73161182891509e-09,,,,,1.78838755775345,1.3170508645304599e-11
239,Id2,9,,,,,1.63407527050461,2.08137727682716e-07,0.804128560793585,0.0004913997712298,,,,,0.991718725837238,6.96732448651242e-06,,,1.5837421558,0.0093886477,,,,,,,1.3902027813,0.029297856,,,,,,,1.2709371667,0.0342057764,1.1027790623,2.22662877101048e-05,,,4.46298907837476,1.30609342804172e-08,,,4.12765008371083,6.78248261501192e-06
240,Jun,9,,,0.5830363779,2.62982653926404e-05,1.98393106506751,1.37510620085742e-28,,,,,0.307131601131013,1.47432891884417e-106,0.688365144310582,6.5677307659726e-09,1.41758745755773,6.91068664257474e-06,,,-1.58040782649047,2.95475392049731e-06,,,1.2041694394,0.0033033233,,,,,,,,,1.3217589339,0.0210513688,,,,,,,0.54125292,0.0005543049,,
241,Rnase6,9,,,,,-1.0511311815444,1.44465505230387e-06,-1.56630928901822,2.3224037290283003e-10,-0.5259276793,1.99321481809738e-08,,,-1.15863742358363,2.5591679693491104e-09,-1.41466633814748,2.70812313339056e-07,-1.3137151427,0.0110907666,,,,,,,-1.8212467322,0.0481857513,-1.15496195666667,0.0194296100592348,,,,,-0.7923277324,0.0483470472,,,,,,,,,,
242,Prcp,9,,,,,,,0.725519006855694,1.67283111515457e-07,,,,,0.416704808495018,0.0021083172868289,0.5636457190543,3.91371581653149e-05,1.1819939142,0.0100105303,,,,,0.8426098915,9.77970006838681e-11,1.0648223072,0.0074130168,0.622744064366664,0.0325326691947795,,,,,0.9218875552,0.0106427392,,,1.1475761997,2.0900090200304e-09,,,,,,
246,Ptpn7,9,,,,,-0.890969177969004,1.4654319645384e-05,-0.641862908379838,6.45722175576977e-07,-0.4916945573,0.0010496845,-0.278330572138322,1.69566896546953e-103,-0.636825737935562,9.88826186891416e-07,-0.610463776828287,0.0001924439356407,,,,,,,-0.4933757025,0.0033238237,,,,,,,,,,,,,-0.9470581882,2.21058241845427e-08,-0.969064763362971,6.84750605193149e-06,,,,
247,Oxr1,9,,,,,0.798909776835162,3.86219928630948e-05,1.03487366437111,9.213657804908021e-15,0.5650202259,3.81194499602995e-05,0.438546747476096,8.2546783699759e-225,0.747276035900739,2.26618609603e-05,1.0505810789718,5.08471933157579e-08,1.2561131337,0.0025343997,,,,,,,1.2550336403,0.0046824522,,,,,,,,,,,,,,,,,1.99301907892705,1.3711339214969301e-14
251,Amotl2,9,,,,,,,1.92641772667066,6.498903478296281e-15,,,,,2.11968178095365,5.11123941897691e-29,2.55384401901787,3.90275337500308e-09,,,,,3.23564091775262,7.01852581321602e-05,2.7665916591,4.83359740559125e-24,1.510113276,0.0031875168,,,,,0.9131829116,2.20425169793914e-06,,,,,1.4661165288,3.0085674957718902e-21,2.43386337464043,0.0002381764856043,,,,
252,Ly6a,9,,,,,1.68335048546935,1.6779617587140802e-15,0.468830683195239,0.000280928944405,,,,,0.521067421260063,7.07145149314628e-05,0.674032631521643,2.78325530296435e-07,,,1.30353245378589,0.0002981982157506,,,,,,,,,,,,,0.8054665402,0.0342057764,,,0.7928090983,1.75097969226747e-05,2.48010883191529,1.9535738502339303e-09,,,1.275176626238,0.001142089443739
253,Nrg4,9,,,,,,,1.26449359092995,2.04452716116851e-08,0.2521410908,2.27750577738304e-07,,,1.32808726451687,7.0639663249774e-11,0.960606787910678,3.53932540948152e-05,1.902468061,0.0076712686,,,,,1.2668145036,4.51618387155679e-05,1.8582218704,0.0014384425,,,,,,,,,,,1.3308767653,2.8431895679924198e-12,,,,,3.58900613665694,0.0004951886515449
257,Lpar6,9,,,0.2757615146,0.0014962442,,,0.805682145778941,3.3853345859736e-07,0.3276185809,0.0384793759,0.261045495911636,3.00095621538124e-80,,,,,1.4296863465,0.0025343997,2.7569086732149,1.4958201037697e-07,,,,,1.0848962047,0.0121933861,,,,,,,,,,,1.1305167018,1.5722113235397198e-12,,,,,1.8380555663962,1.49321062126541e-10
258,Cyp26b1,9,,,0.2945843792,0.0015261256,2.2105884765267,3.51749835340725e-07,,,,,,,1.07919427002966,1.02031358029747e-08,2.83888384431439,3.1317535682285103e-17,,,,,,,1.6231545928,0.0001161999,,,,,2.60132040051602,3.84234023755014e-08,1.3385197765,3.81104923744875e-06,,,0.5820757983,0.013796994,1.7213170532,1.6768323635995201e-25,,,,,,
259,Plac8,9,,,-0.3095498458,0.0013459546,,,-2.02383710136668,0.0001168090826201,-0.6385565491,1.0594655425319499e-11,-0.61516551748282,4.6202193374517796e-262,,,-2.09212636072977,2.1132462572821198e-26,,,,,,,-2.2111738321,4.11394158235215e-22,-2.0339490102,0.0078570546,-1.62978191555834,0.0435242745119794,,,,,,,,,,,3.72177877780743,2.94776260078689e-08,,,,
260,Gem,9,,,,,,,1.45066486630927,5.2640492428006694e-12,0.5520096425,2.27750577738304e-07,,,,,1.19052945277704,0.0001315610665815,,,,,,,0.9239820739,2.23083467171608e-05,,,,,1.89001315108221,7.49893255063585e-05,1.5240008922,5.09074059700818e-10,1.9294713563,0.0392838666,,,1.7164323042,1.1773689286512e-19,,,,,2.95774494766236,8.23539001160297e-05
261,Fap,9,2.6954116145,0.019717319,,,,,2.19137463633623,2.32154318720596e-08,,,,,4.66748373934142,4.4051729083055403e-10,,,3.9895684163,0.0025392355,3.2797958715047,0.0002331586917708,,,3.3005684339,8.26286001365815e-10,2.815496319,0.018145788,,,,,,,1.3889313724,0.0210513688,,,2.0120861374,4.61042100923035e-27,,,,,,
262,Pros1,9,,,,,,,0.874348468394051,2.39792318910824e-06,0.2681080539,2.16017494718591e-08,,,0.919371470956261,3.4738670624583e-06,,,1.2010369343,0.0038326037,,,,,0.9993987295,6.42290718588343e-10,1.2555830555,0.0177918174,,,,,,,1.0168193738,0.0005874001,,,1.1255624837,2.9762972384437695e-11,2.11263781380424,2.62369610862368e-05,,,,
263,Cd63,8,,,0.4802078773,0.0002675453,0.595961055607319,4.65796297063095e-05,,,0.3893650779,0.0260333663,,,0.426795365676831,0.0005925843072103,0.944691706604068,2.6377570040711297e-22,,,1.58647353934013,8.88167527766592e-06,,,0.4242411121,7.73869765006372e-05,,,,,,,,,,,,,,,,,,,1.09435056087063,4.99105395586169e-07
