,Gene,Counts,LogFC_Cha,Adj.P.Val_Cha,LogFC_Man,Adj.P.Val_Man,LogFC_Kot,Adj.P.Val_Kot,LogFC_Kow,Adj.P.Val_Kow,LogFC_Her,Adj.P.Val_Her,LogFC_Nor,Adj.P.Val_Nor,LogFC_Ito,Adj.P.Val_Ito,LogFC_Man,Adj.P.Val_Man,LogFC_Red,Adj.P.Val_Red,LogFC_Mar,Adj.P.Val_Mar,LogFC_Wah,Adj.P.Val_Wah,LogFC_Fla,Adj.P.Val_Fla,LogFC_Ali,Adj.P.Val_Ali,LogFC_Laz,Adj.P.Val_Laz,LogFC_YoT,Adj.P.Val_YoT,LogFC_Ber,Adj.P.Val_Ber,LogFC_Gro,Adj.P.Val_Gro,LogFC_Rop,Adj.P.Val_Rop,LogFC_Sun,Adj.P.Val_Sun,LogFC_Deq,Adj.P.Val_Deq,LogFC_Kon,Adj.P.Val_Kon,LogFC_Kir,Adj.P.Val_Kir,LogFC_Men,Adj.P.Val_Men,LogFC_von,Adj.P.Val_von
3552,Timm10,1,,,,,,,,,,,,,,,1.70341761273186,0.0004838769941842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3553,Pdxk,1,,,,,,,,,,,,,-0.525632777019324,0.0003786438712305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3554,Pigg,1,,,,,,,,,,,,,,,,,,,0.6408540533,0.0020603562,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3555,Pimreg,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.6506938464,5.49990599002176e-05,,,,,,,,,,
3556,Dstyk,1,,,,,,,,,,,-1.1695901574,0.049163841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3557,Rpl37a,1,-1.7076572138,0.0278474062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3558,HNG_022471,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.33358412321261,1.7696548839203499e-12,,,,,,,,
3559,Olfm3,1,-0.262788969,0.0285885445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3560,Ept1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.5174288374,0.0134578474,,,,,,,,,,,,,,
3561,Ube2e3,1,,,,,,,,,,,,,,,,,,,,,-0.9108368831,0.012874228,,,,,,,,,,,,,,,,,,,,,,,,,,
3562,Mafk,1,,,,,,,,,,,,,,,-3.57930435482914,2.63124983459459e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3563,Fam234b,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.31281860777279,1.4766020062608602e-09,,,,,,,,,,,,
3564,Ighv9-4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.6273029483,5.03232085507097e-07,,,,,,,,,,
3565,Shisa2,1,,,,,,,,,,,,,-2.84585781947025,0.0023537225318587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3566,Impact,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3770843438159,1.16871743180786e-06,,,,,,,,,,,,
3567,Notch1,1,,,,,,,,,,,,,,,,,,,-0.9356203363,0.0003413551,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3568,Atxn10,1,1.5337521879,0.0231073294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3569,Tet3,1,,,,,,,,,,,,,,,,,,,-0.9787798815,0.0001056414,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3570,Thyn1,1,,,,,,,,,,,,,,,1.54820155863966,0.0002957761252668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3571,Cpne2,1,,,,,,,,,,,,,0.483941359471115,0.000349653848851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3572,Gtf2ird2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.16413289847774,1.72573992623601e-05,,,,,,
3573,Stard3,1,,,,,,,-0.3645986661,9.55741269293262e-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3574,Cops6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.84257491749696,7.29316342207681e-07,,,,,,,,,,,,
3575,Acsl6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.5470551904,2.80583651446833e-05,,,,,,,,,,
3576,Fam198a,1,,,,,,,,,,,,,-1.44760042896756,0.0036646643171823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3577,Mindy2,1,,,,,,,,,,,,,,,,,,,-1.0281245456,0.0001666734,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3578,Jade3,1,,,,,,,,,,,,,,,-2.69984162667369,0.0004601298214608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3579,Gm10720,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.137644107,8.66560206575707e-07,,,,,,,,,,
3580,Cyth3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.23255520537334,9.40837405556995e-07,,,,,,,,,,,,
3581,Snhg11,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.00248968663968,2.2655560760144797e-12,,,,,,,,
3582,D12Ertd123e,1,-5.0837625088,0.0297570892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3583,Gvin-ps6,1,,,,,0.515999437937055,0.0003597182971538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3584,Sspo,1,,,,,,,,,,,,,,,,,,,-4.7328915179,0.0002009719,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3585,Unc5a,1,,,,,,,,,,,,,0.820737248142434,0.0004563776689262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3586,Ccl3,1,,,,,,,,,,,,,,,,,,,,,,,,,-0.368157412477082,4.6168939562328696e-57,,,,,,,,,,,,,,,,,,,,,,
3587,H2-Ke6,1,-1.0622199344,0.0187457968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3588,Ssbp4,1,,,,,,,,,,,,,0.659243660157538,1.38859103313578e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3589,HNG_003201,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.74716466066764,3.90169057083287e-30,,,,,,,,
3590,Crim1,1,,,,,,,,,,,0.6229982758,0.0439625098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3591,Fam3c,1,,,,,,,,,,,,,,,,,,,-0.4917714495,0.0016914946,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3592,Msrb1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.24065532872231,0.0001061398410947,,,,,,
3593,Gm43984,1,,,,,,,,,,,,,,,,,,,-2.4713393622,0.0002697693,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3594,Cep89,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.4509694386914,5.03349810626036e-08,,,,,,,,,,,,
3595,Igkv13-84,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5444260697,5.476272252475711e-09,,,,,,,,,,
3596,Golga2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.96465097568102,5.432739865905171e-09,,,,,,,,,,,,
3597,Il1rapl1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7049338683,3.01759747802122e-10,,,,,,,,,,
3598,Pld3,1,,,,,0.678518928514104,3.46204694655492e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3599,Dipk2b,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5327976112,9.69075921594858e-06,,,,,,,,,,
3600,Cd40,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1538145576,2.42003624938602e-05,,,,,,,,,,
3601,Ly6g6f,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.1354695507,3.25798801697536e-06,,,,,,,,,,
3602,Kcnq1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.15573144916246,3.3652898693392404e-09
3603,Glrx,1,1.955256651,0.0283951945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3604,Smim12,1,,,,,,,,,,,,,,,2.06989139289961,0.0004781815397175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3605,HNG_013865,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0878077687698,7.48455499673975e-13,,,,,,,,
3606,Coro1c,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.93892320929984,6.37156869671864e-05,,
3607,Klhl12,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5133066445,0.0462519064,,,,,,,,,,,,,,,,
3608,HNG_033683,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.10417159488181,5.2289692612121904e-14,,,,,,,,
3609,"Inpp5b,Mir698",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.51960933354895,6.6406616517218094e-12,,,,,,,,
3610,Senp6,1,,,,,,,,,,,,,,,,,,,-0.6591508603,0.0041174566,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3611,4930447F24Rik,1,,,,,,,,,,,,,,,7.48269219341341,0.0005706343257381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3612,Rnf39,1,,,,,1.68180149863812,4.55994676145046e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3613,Prkab1,1,,,,,,,,,,,,,-0.570030084407082,0.0009404502562289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3614,Snord65,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.6477096606,4.6965445715244e-05,,,,,,,,,,
3615,Gm48671,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.36969602065621,5.3103128384057e-07,,,,,,,,,,,,
3616,Mb21d1,1,,,,,,,,,,,-0.8246491696,0.0206376219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3617,HAG_015369,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.54996261999155,1.0316775332229399e-64,,,,,,,,
3618,Pcnt,1,,,,,,,,,,,,,0.570714574554688,0.0005182720974139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3619,Rpp21,1,-1.4788148426,0.0128696495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3620,Nsmce4a,1,,,,,,,,,,,,,,,,,,,-1.2476004588,0.00033391,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3621,Gm27043,1,,,,,-4.981264758058,0.0004752953939632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3622,Dtnbp1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.887606416261843,3.12708276890553e-08,,,,,,
3623,Pisd-ps1,1,,,,,0.563193769754782,0.0005702928033537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3624,Map7d3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.2212123459147,1.7679543565072498e-11,,,,,,,,,,,,
3625,Usp15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.11934559542027,4.74314822576096e-07,,,,,,,,,,,,
3626,Prox2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.84838507982121,1.30579493811899e-06,,,,,,,,,,,,
3627,Grb10,1,-2.5934675978,0.0285885445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3628,Pgf,1,,,,,-2.51885124796421,0.001964926232142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3629,C630004H02Rik,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.632765394560139,9.990934197955669e-16,,,,,,,,
3630,Mlxip,1,,,,,,,,,,,,,,,,,,,-0.6374116509,0.0015830113,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3631,Ppox,1,-1.9110849191,0.0157205078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3632,Cacna1g,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.3604689831,8.16804127200332e-11,,,,,,,,,,
3633,Hist1h2ap,1,,,,,,,,,,,,,1.16204392057035,6.91202185277133e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3634,Spryd7,1,1.8403277909,0.029733962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3635,9430076C15Rik,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0281367807303,0.0001487272199262,,,,,,
3636,Dnttip2,1,3.5988128895,0.0196023135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3637,A130071D04Rik,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.73290895155397,2.21728605199562e-06,,,,,,,,,,,,
3638,Gm9843,1,,,,,,,,,0.39154658579005,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3639,Tnrc6b,1,,,,,-0.829920573340503,0.0007084468782859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3640,Cep250,1,,,,,,,,,,,,,0.68772632972099,0.00129585068229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3641,Abracl,1,,,,,,,,,-0.253636404467347,3.11071587739676e-107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3642,Sptb,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.1330372468,1.78011790187935e-15,,,,,,,,,,
3643,Arrdc2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-12.2705558213998,1.14323310236144e-05,,
3644,Or52x1,1,,,,,,,,,,,,,,,-8.35790529406263,2.42364270538335e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3645,Klhl24,1,,,,,,,,,,,0.8446277266,0.0120796833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3646,Sfpq,1,,,,,,,,,,,,,0.478669732475225,0.0002279976096681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3647,Fbxw10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.16124567484074,2.39553148627072e-09,,,,,,,,,,,,
3648,Riox1,1,,,,,-0.79379855448236,0.0019850231194623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3649,Copg1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.87521104326271,1.60917339782667e-10,,,,,,,,,,,,
3650,Marveld1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.774094001865196,1.90445800962011e-05
3651,Dtna,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.78114900285829,1.38884526403644e-19,,,,,,,,
3652,Uqcrc2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.730780370029193,7.71779623688212e-07,,,,,,,,,,,,
3653,Clcn7,1,,,,,0.58425051767117,0.0012915516066434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3654,Abhd6,1,,,,,,,,,,,,,,,1.88137373832176,0.0003143425090988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3655,Golga7,1,1.0113587524,0.0275543077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3656,Shcbp1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.05537604088743,5.01107258527689e-05,,
3657,Trim41,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.40326044805711,2.5119729873378e-09,,,,,,,,,,,,
3658,Nckap5l,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.26132013765981,4.80188753066588e-07,,,,,,,,,,,,
3659,Sh3d21,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.8252275724308,6.533327836998051e-09,,,,,,,,,,,,
3660,Kbtbd2,1,,,,,,,,,,,,,,,-2.48789933769784,2.2786717940762e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3661,HAG_017664,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.31950148238964,1.85138756769323e-14,,,,,,,,
3662,Gm43389,1,,,,,,,,,,,,,,,,,,,-5.9581564189,0.0008695478,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3663,Ascc3,1,,,,,,,,,,,,,,,-1.40950634583742,0.0003264013269842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3664,Il4,1,,,,,-1.19663735546865,0.0001191593086248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3665,Dok6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.84905358402542,1.33672735075337e-06,,,,,,,,,,,,
3666,Zfp974,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5264978935814,7.1728287693443e-09,,,,,,,,,,,,
3667,Ighv1-58,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.840948459,2.5874221282593202e-14,,,,,,,,,,
3668,Aig1,1,0.966288299,0.0277590104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3669,HNG_015605,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.90826980383685,2.0576787435568399e-13,,,,,,,,
3670,Gapvd1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.64880651441508,4.13506114841722e-08,,,,,,,,,,,,
3671,Akr1c19,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0984797179175,9.09988226891013e-08,,,,,,,,,,,,
3672,Cep68,1,,,,,,,,,,,,,-0.57331506778647,3.335924809656e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3673,Timm10b,1,-1.7777069576,0.021539244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3675,mt-Nd2,1,,,,,,,,,-0.335827976425342,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3676,Osbpl8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.723194559852811,8.67736891984506e-05,,,,,,
3677,Pyroxd1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.13089560603897,5.91608809488358e-08,,,,,,,,,,,,
3678,Kpna4,1,,,,,,,,,,,-0.9327047587,0.0288580708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3679,Serp1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.943408925271636,6.686767041471481e-10,,,,,,,,,,,,
3680,Zfp697,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.72099473400202,3.46176960232705e-05,,,,,,,,,,,,,,,,,,
3681,Cd36,1,,,,,,,,,,,,,,,,,,,,,,,-0.924447180416669,0.0435242745119794,,,,,,,,,,,,,,,,,,,,,,,,
3682,Gm5100,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.274132114,9.32192861999588e-05,,,,,,,,,,
3683,Prkx,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.5252470540631,5.50451593889378e-14,,,,,,,,,,,,
3684,Diaph2,1,,,,,,,,,,,,,,,,,,,-0.8801257101,0.0014188791,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3685,Gm18990,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.6960554337456,5.30562637154301e-08,,,,,,,,,,,,
3686,Tff2,1,,,,,,,,,,,,,,,,,,,1.3246351269,0.001567679,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3687,Dusp16,1,1.794742107,0.0250400461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3688,Vil1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.0385612307,7.31433296486506e-05,,,,,,,,,,
3689,Gm13206,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7957880187,3.18448474692104e-05,,,,,,,,,,
3690,Ddx41,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.26249140063711,0.0007739708383482,,
3691,Igkv8-27,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0711714068,1.70271544917145e-30,,,,,,,,,,
3692,Nox1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.6696804856,5.75755627107327e-05,,,,,,,,,,
3693,Fam117b,1,,,,,,,,,,,,,,,-1.73645602956719,0.0001599769662305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3694,Tmco5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.3419961358,1.36479172550567e-06,,,,,,,,,,
3695,Tut7,1,,,,,,,,,,,,,,,-2.33164584863647,1.90475779317142e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3696,Gm32742,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.556786955,1.80879123905578e-07,,,,,,,,,,
3697,Rabepk,1,-0.908227539,0.0122078102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3698,Tmem100,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.88683024775066,1.60309185275634e-06,,,,,,,,,,,,
3699,Mfsd8,1,,,,,0.740493160264842,0.000121752677642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3700,Gm17971,1,,,,,,,,,,,,,,,-8.45812811479327,8.92869794653254e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3701,Agrp,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.329644531097683,4.44903962933837e-08
3702,AK083203,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.846520473613893,3.26162428693349e-17,,,,,,,,
3703,Slc43a3,1,,,,,,,-0.2686411034,1.01338504698076e-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3704,Hexb,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.818218108534052,2.76866950304032e-07
3705,Gm6634,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.857018723210659,4.66536681505713e-13,,,,,,,,
3706,Adamts12,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.80904660028624,1.12154418195839e-08,,,,,,,,,,,,
3707,HNG_000052,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.01096643149461,4.11031644511521e-18,,,,,,,,
3708,Gm8730,1,,,,,,,,,0.734876363204346,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3709,Oga,1,,,,,,,,,,,,,,,-1.56091589957097,0.0002536242090369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3710,Wdr19,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.70271253506798,1.4764682266777898e-11,,,,,,,,,,,,
3711,Kansl1l,1,,,,,,,,,,,,,,,-1.60783433049182,0.0002932973410969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3712,Ercc6l2,1,,,,,,,,,,,0.6106867122,0.0465719519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3713,HAG_007961,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.909413439634448,4.2476127108029e-15,,,,,,,,
3714,Pura,1,-3.178264953,0.0262471437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3715,Gm16151,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.31348408257452,1.03637065772336e-06,,,,,,,,,,,,
3716,Tspan9,1,,,,,-0.864476074575212,0.0015360181410901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3717,Cd81,1,,,,,,,,,,,,,,,,,0.493693655049143,0.0001299992950098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3718,Sult4a1,1,,,,,4.11194576590515,2.02137752456065e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3719,Or4f15,1,,,,,,,,,,,,,,,8.09024666882123,0.0004787795411464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3720,Soat1,1,,,,,,,,,,,,,,,,,,,0.4627331471,0.0041173197,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3721,HNG_018105,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.747019950174549,1.24139603133299e-20,,,,,,,,
3722,Nepro,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.10455392888975,3.4981492415466e-07,,,,,,,,,,,,
3723,Srcin1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.99751299431346,1.05928343397439e-21,,,,,,,,
3724,Psg19,1,-0.2633092184,0.0272680209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3725,Gm36936,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.44985976007263,1.10913028281278e-08,,,,,,,,,,,,
3726,Airn,1,-3.2071927913,0.0103492697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3727,Zfp300,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.5004442595325,2.09801091321052e-06,,,,,,,,,,,,
3728,Mr1,1,,,,,,,-0.3218298262,3.62201554824459e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3729,Bicc1,1,,,,,6.11147715883657,0.0003714167513925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3730,Slc22a15,1,,,,,,,,,,,,,,,,,,,-1.1397195048,0.0005692897,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3731,Cmas,1,,,,,,,,,,,,,,,,,,,-0.9098017193,0.002581488,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3732,Stat4,1,1.9988537499,0.0214969522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
