,Gene,Counts,LogFC_Cha,Adj.P.Val_Cha,LogFC_Man,Adj.P.Val_Man,LogFC_Kot,Adj.P.Val_Kot,LogFC_Kow,Adj.P.Val_Kow,LogFC_Her,Adj.P.Val_Her,LogFC_Nor,Adj.P.Val_Nor,LogFC_Ito,Adj.P.Val_Ito,LogFC_Man,Adj.P.Val_Man,LogFC_Red,Adj.P.Val_Red,LogFC_Mar,Adj.P.Val_Mar,LogFC_Wah,Adj.P.Val_Wah,LogFC_Fla,Adj.P.Val_Fla,LogFC_Ali,Adj.P.Val_Ali,LogFC_Laz,Adj.P.Val_Laz,LogFC_YoT,Adj.P.Val_YoT,LogFC_Ber,Adj.P.Val_Ber,LogFC_Gro,Adj.P.Val_Gro,LogFC_Rop,Adj.P.Val_Rop,LogFC_Sun,Adj.P.Val_Sun,LogFC_Deq,Adj.P.Val_Deq,LogFC_Kon,Adj.P.Val_Kon,LogFC_Kir,Adj.P.Val_Kir,LogFC_Men,Adj.P.Val_Men,LogFC_von,Adj.P.Val_von
321,H2-Ab1,9,,,,,1.1450067670946,3.15369199005294e-08,,,0.353122014842369,5.29579465822105e-126,,,1.11442275587262,2.0714869129466103e-15,,,1.72416335242742,3.0028250094229697e-18,,,,,,,,,,,1.58900749731317,4.13596466763287e-06,1.5424778665,0.0034872762,0.8810042805,3.02267179551246e-08,,,,,,,2.12630324577875,7.22827283663469e-08,,,,,0.805180095488292,4.42288731997366e-09
322,Rbpjl,9,,,,,3.60259022923384,1.41652206063051e-42,,,,,,,,,,,,,8.9645694621,3.3178158422210697e-13,,,,,,,1.3916092404,8.76080035148136e-06,5.16921848380436,1.01012880078829e-05,0.7978073212,0.0304599646,,,8.95700070501903,9.542905703843639e-11,2.6512501929,3.1288026613827003e-21,2.90665742602129,1.15419800405407e-67,4.18498665280334,0.0003179790656298,,,,,,
323,Tox,9,,,,,0.967255661332162,1.40194052492538e-09,0.5002741181,5.2448015218959e-07,,,1.4958455147,0.0029375767,0.958904098280143,1.0968523016524801e-09,,,,,0.7860469775,5.21298273701486e-05,,,,,,,,,,,,,,,,,0.8838221992,2.1103794960546402e-09,0.859996683361064,3.57880180116601e-29,,,,,1.89814184992944,4.54087267740018e-06,0.902299815094175,0.0007445323469054
325,Fyb,9,,,,,1.09223767493283,4.89536700379758e-10,0.3037296953,0.0129578754,,,0.9760378203,0.0201909029,1.60896482107452,5.04307319182128e-14,1.73213631717243,1.21575413724828e-05,,,,,,,1.18101988557499,0.0108336964297712,,,,,,,0.9091745234,0.0074146783,,,2.96753960200825,1.92297091265401e-09,,,,,0.779593906810743,5.64742551314864e-08,,,,,,
327,Mcm5,9,,,,,-0.595753571753997,0.0003042308160048,-0.6031808779,0.0006303176,,,-1.0255513016,0.0096852313,,,,,-0.870533830947249,9.40516628552841e-08,,,,,,,-0.313511537024725,9.74453073332341e-79,,,,,,,-0.3800735055,0.0304358045,,,,,-0.543666997452316,1.2943884411766899e-11,,,,,-4.71119810769525,1.4888936869938098e-11,-0.726426754468807,2.56771907699534e-06
329,Ldhd,9,,,,,1.25340238037071,1.80977833034178e-12,,,,,1.5879823226,0.0025343997,1.41524075116255,8.49186698438809e-14,,,,,1.4058715051,1.42119619626771e-07,1.1025703431,0.0045584557,,,,,,,,,,,,,,,0.9441393453,1.20276867777696e-09,1.24774707080065,2.2691242991559897e-30,1.3598177047423,0.0005685037139321,,,,,1.24887171470865,9.40986434740536e-06
333,Ncam1,9,,,,,1.19662434215375,6.46165723007665e-06,,,,,,,1.38351730339838,0.0003034634057816,3.12519922656793,1.00731965342475e-05,,,2.1634724909,2.12601011453028e-10,1.6055448295,0.0037293167,,,,,,,,,,,,,10.4103041761439,2.28308404312697e-12,1.3678351368,5.697757063656931e-09,1.23280699112765,4.23325424371605e-20,2.27295527776182,0.0007851605887254,,,,,,
334,Zswim5,9,,,,,2.56415277088551,5.96366566606578e-05,,,,,1.7314293682,0.016478028,1.75401943201297,4.8828172084204e-06,,,,,6.0820278678,7.37881467374397e-07,1.4264780967,0.0285799451,,,,,,,,,1.2203189988,0.0021362767,,,8.81475492134211,4.08708243248371e-06,1.6307904018,4.4829993753249e-17,1.53820592807037,8.543401078116211e-47,,,,,,,,
335,Phactr1,9,,,,,1.54096698883095,4.9158654814142204e-14,0.2938717902,1.48330877586298e-16,,,1.7721542095,0.0047726051,0.805557239523766,3.13768308242124e-05,,,,,,,1.1829563041,0.0184203002,,,,,,,,,0.6568645362,0.0444005042,,,6.78618418650759,2.6758211990325097e-11,,,1.31794050916942,1.05300340431036e-65,,,,,,,1.49911380466442,0.000445237037362
336,Mcm7,9,-2.0378937913,0.0287709105,,,,,-0.6089664108,0.0072628969,,,-0.6998799995,0.0277994675,0.381456778183751,0.0016306221733119,,,-0.775308165109559,4.82286528296375e-07,,,,,-0.687330570700004,0.0357445434062881,-0.279061613310043,1.49721222521472e-52,,,,,,,,,,,,,,,,,,,-1.66336489096534,3.42357572820156e-05,-0.613171611648551,3.79853156283432e-06
338,Gipc2,9,,,,,2.83435514670523,9.43583944135711e-06,,,,,1.3791625772,0.0289449479,,,,,,,9.734428239,2.74156792329332e-19,2.0427969883,0.0142807144,,,,,,,,,1.0277102663,0.0117114191,,,5.03768695170937,1.99447144198789e-06,4.7071688796,3.68115208691487e-26,3.69841778148236,1.54106122557246e-48,,,,,12.4183352027602,2.82024912753608e-08,,
339,Hes1,9,3.4007203739,0.022579461,,,-1.53769716415515,0.0010270588366509,,,0.707267924999612,0.0,,,-0.647737046103355,1.77762980565182e-06,-4.12473523348521,3.47996435038466e-11,,,,,,,,,0.316839576009662,2.73257062383098e-45,,,,,0.81632488,0.0459994413,,,,,,,,,3.48945931598339,9.50657100714303e-06,1.6580319857,0.0078890647,,,,
340,Tnip3,9,,,,,0.865478124031375,2.77332771279254e-09,,,0.367663157478952,9.84504211741593e-154,,,,,1.90090829970235,1.46621466554292e-05,,,0.8654921144,1.4080167187812e-09,,,,,,,,,,,0.9169594206,0.0054089204,,,,,0.778399522,7.72525090155255e-09,0.851205020431149,7.20433990415953e-23,,,,,2.61728399169406,3.32084077037093e-10,1.02280525134937,0.0009316443106649
341,Rcvrn,9,,,,,5.04629793656418,1.6847921446777702e-09,,,,,,,8.34526104451637,3.65411977566655e-12,7.16397995017318,2.4671037901368e-05,3.89719970907219,1.76502387887231e-05,7.8481103094,8.623307255990231e-19,,,,,,,,,,,,,,,10.8866425994431,2.09369411683471e-11,3.681385562,9.8348041895178e-27,3.62027418060622,2.53604055935665e-65,,,,,,,4.81987502181765,0.0001369298224201
342,C130026I21Rik,9,,,,,2.73779894514453,2.39516811342377e-24,,,,,,,5.90580613302125,5.92437181495888e-22,,,,,3.5154455654,0.0007331544,,,,,,,1.1441489911,0.0001484524,3.06436190132501,6.76318116369801e-08,,,,,6.15288050722083,8.89685761769388e-07,2.3098116433,6.58463256295396e-11,2.45346780631144,3.58067192856648e-33,4.44321746176427,5.61265920286759e-18,,,,,,
343,H2-T3,9,,,,,2.4468451457647,3.5514668860107804e-09,,,,,,,2.59338017371362,7.21230105058397e-16,,,,,3.7377982662,1.28429478607378e-15,,,,,,,,,,,1.4348338625,0.010890545,,,10.9059127947547,4.36509685420699e-08,2.2256573628,2.37807223195315e-26,2.24024892418889,1.8415032294254202e-68,3.64252411746975,3.12108866500624e-06,,,,,2.62236917007104,0.0001141001210684
344,Prom2,9,,,,,1.69201276547961,4.85028365583194e-07,,,,,,,2.17532925879891,5.29943039168294e-23,,,,,2.6490545123,1.74555507845242e-20,,,,,,,,,4.58967941827103,1.79031385747724e-06,,,,,7.85741114020993,3.51115649568608e-07,1.8564487602,3.15292958919342e-26,1.80544512191849,7.957682537237779e-69,3.56486602824104,9.34817821047995e-06,,,,,3.14907856435209,0.0007338879216036
345,Pcdhb16,9,,,,,2.55698377765528,3.15023630238567e-05,,,,,,,,,,,,,1.683218363,3.81007912705794e-06,1.7767952837,0.0370839579,,,,,0.9403096258,3.80338297513498e-05,,,1.0993081483,0.0034695456,,,9.3443124699138,7.41599754530227e-08,1.551480422,5.53095477588412e-13,1.47942837087207,5.71216145166914e-38,2.20244486153321,0.001170656721929,,,,,,
346,Slc28a2,9,,,,,-0.579302680396536,0.001017102916146,-0.2982741165,2.1704260739598803e-09,,,,,-0.645504238099039,0.0005320859300932,,,,,-0.6448263465,0.0015547334,-0.9204209361,0.0393813896,,,,,,,,,-0.692715825,0.0250413744,,,,,-0.8397034891,7.49021466667079e-09,-0.839660161604495,6.74828234067962e-26,-1.28026146423579,0.0002913259688076,,,,,,
347,Arhgap29,9,,,,,0.735129985166294,0.0002382649814625,,,,,1.3229887576,0.0164427967,0.715270911393063,0.0006419082705897,,,,,0.8107649811,4.81734714524624e-06,1.0356471153,0.0130454755,,,,,,,,,0.7097074236,0.007776162,,,11.0683447991426,7.26828147670867e-32,1.0437029266,3.6089045981576604e-14,0.926332359536321,2.0776703813465296e-40,,,,,,,,
348,Aldh3a1,9,,,,,4.68790509617564,1.54898580069089e-13,,,,,,,5.60022327301205,5.87922497903929e-16,,,3.75220477124622,0.0001507232592994,4.2686613967,3.2523373357637104e-09,,,,,,,,,,,,,,,10.0904115435619,1.64814211228874e-07,3.2427749816,1.29471714079779e-27,3.34583689506874,1.5303123200418602e-67,,,,,12.5721015021997,3.8852060381293e-09,3.73803980712526,0.0009763807162934
349,Mgst1,9,,,,,-1.18306289887878,1.76091893200219e-05,-0.4264388355,7.40513412332527e-07,,,,,-0.863755700839098,8.56029812333727e-06,,,,,-1.1617882686,4.71577693946897e-07,-1.0940329175,0.0286333611,,,,,,,,,-1.1332542013,0.0033023578,,,-2.12542450438482,3.83451123297661e-08,,,,,3.88106801476867,8.58355088319505e-05,,,,,-1.31454764558803,0.0012685296729086
350,Gabra4,9,,,,,4.69045091475056,3.57700590514836e-08,,,,,3.1250227353,0.00386108,4.32176752331945,6.49502476256168e-10,,,,,5.279824715,1.34685130538353e-07,2.8884591256,0.0081367755,,,,,,,7.99409047421419,5.43052883200032e-05,,,,,9.07186126433696,1.82457381847852e-09,4.8422367099,1.45930681313484e-50,4.68982512791659,3.70546002117412e-120,,,,,,,,
351,Hnf4a,9,,,,,-1.29180075280563,0.0009644939195628,,,,,-1.1780922846,0.0348039888,,,,,,,-1.3470357199,6.24093143446781e-07,-1.481303377,0.0081367755,,,,,,,,,-1.1214607369,0.0111382665,,,,,-1.6342750571,3.0196728261278003e-22,-1.53672424455682,3.1186406938673004e-62,-2.55630084830713,0.0016715403423496,,,,,-2.57170887219132,1.98711341218055e-05
353,Agtr1a,9,,,,,2.993994537294,7.3688398942113e-07,,,,,2.8662124539,0.0023127523,4.05172328788372,2.12704038238912e-21,10.1696126303946,1.95482412049915e-13,,,,,2.7469012082,0.0086564253,,,,,,,7.33942254279471,8.15748628245744e-09,1.3706962083,0.0286240227,,,,,,,2.43448668608501,3.51551214928554e-86,4.37867060104148,9.93262268177186e-05,,,,,,
354,Stxbp4,9,,,,,0.814396425685651,1.11085100507509e-10,,,,,1.3768339454,0.0167709662,0.51341217928717,0.0011272609472704,,,,,1.2843233654,1.66517802078981e-16,1.1136450138,0.0101749303,,,,,,,,,0.7235096234,0.0342057764,,,,,0.6233512936,1.36166286887033e-05,0.60376833024559,1.3241176009175199e-16,0.942434182481871,3.21857817210986e-05,,,,,,
356,Pde9a,9,,,,,1.10426693625749,2.76586104962253e-06,,,,,1.4626453356,0.022109314,0.835077788724469,0.0001349774640316,2.79157693677468,0.0001222965207685,,,,,1.8126591927,0.0028041962,,,,,,,,,0.9396709914,0.0121717415,,,11.9203330085,4.27362397189833e-19,,,1.35873388186536,3.61184493363255e-38,,,,,,,1.87571897848049,0.0004069516487729
357,Vldlr,9,,,,,1.77020040791864,6.64374173350091e-11,,,,,2.2791951887,0.0207789192,2.46482886114974,1.60304086217167e-33,,,,,1.1456987265,2.55924814798929e-05,1.2719593666,0.0122899721,,,,,1.6324696599,3.0891277125071797e-13,,,,,,,,,1.0398538594,1.80427494412316e-14,0.968539538429636,7.10703347935832e-43,1.5078128071594,0.0003592132439385,,,,,,
366,Evc,9,,,,,,,,,,,,,1.08126843503585,1.70924706090596e-06,,,,,1.1685953841,0.0003059546,0.9770756079,0.0232181277,,,,,,,,,0.5363473574,0.0312494419,,,8.0088327138278,3.3279136695715402e-09,0.8033431052,1.14953973420281e-06,0.992386542895791,8.85722937168369e-37,,,,,9.53816137384478,0.0004407385663391,1.65781125814404,0.0007249066793659
367,Anxa6,9,-4.5077064349,0.0082467142,,,-1.79946866565899,1.0673235238367301e-14,-0.4286156366,0.032020473,,,,,-0.89209575502537,5.35552117190383e-12,-1.97268812669891,0.0001387950558403,,,-1.412204354,1.9346187845798902e-09,-0.9789671536,0.0216006853,,,,,,,,,,,,,,,-1.0487629282,6.8181202882125295e-12,-1.17822575024252,1.46424608637859e-58,,,,,,,,
371,Junb,8,,,,,,,0.262982433,0.0002371794,0.44630876781808,1.39725488423096e-152,,,,,-2.9682173263671,1.68252645129477e-14,1.65182502834842,6.091353050921571e-14,,,,,,,0.262650459557734,1.3864481122622501e-118,,,1.93506854945264,0.0001126153593307,,,,,,,,,,,1.06020030150831,3.45261984720235e-08,,,,,1.5771494834076,2.97274366840839e-14
372,Ampd3,8,,,,,0.861329895338016,6.92973721800919e-07,,,,,1.3211588964,0.0084327009,0.614769500276737,0.0007534049853507,,,,,0.9965104839,5.60687195357808e-07,1.3905268497,0.0055000685,,,,,,,1.45936161526517,0.0002317662412499,,,,,,,0.8488180388,1.28659984395442e-09,0.843134074616861,4.40906053980041e-33,,,,,,,,
373,Myo1e,8,,,,,1.44642925882918,1.70404418169905e-10,,,,,0.8527500002,0.0462633078,1.8255408497567,6.354366574332551e-15,,,,,1.8953759052,9.879173313254781e-09,,,,,,,,,,,0.8635102721,0.0293344029,,,,,1.0022340009,8.96991588514287e-09,1.07665209559487,1.73758682998105e-30,1.8509864454913,0.0015284293096612,,,,,,
374,Rgs18,8,,,,,0.452993650070321,0.0001466307134023,,,0.37625464606836,2.26673230000919e-300,,,,,,,,,0.607006389,2.71031485525567e-08,,,,,,,,,,,,,,,,,0.7629854706,1.40113467085726e-05,0.519659918058411,3.0021604190375497e-12,0.77170356347288,3.24805071501763e-08,,,1.03759672351097,8.06348591831985e-06,0.385993912079335,0.0004580852845541
375,Cntn1,8,,,,,1.43401005760655,0.0001614310689166,,,,,2.7701100368,0.005224156,,,,,,,9.5582669666,5.9676895915340605e-15,2.4678104652,0.0030769717,,,,,,,,,,,,,9.30157451922567,1.00901577377353e-06,3.0835573808,1.0719682501382301e-23,3.10578856274377,5.47703118257894e-68,,,,,10.5914223209457,0.000898006645471,,
376,Hk2,8,,,,,,,,,,,,,0.691819481616831,0.0002682114207355,,,,,1.0277989051,7.69311236619607e-07,,,0.628086029108331,0.0435242745119794,0.323606882093365,7.64019917396881e-49,,,1.06954956637666,0.0001445355864705,,,,,,,0.5925489321,1.12990218539074e-05,0.573214932498862,1.77965364999698e-16,,,,,,,1.00826655977588,0.0004887340661293
377,Kcnb2,8,,,,,6.28834028705631,2.32495262936265e-31,,,,,,,,,,,,,8.3368904406,6.71662260652939e-06,,,,,,,0.972067965,3.69730572894141e-05,9.01145139505001,1.66142519046542e-08,,,,,,,4.8588906382,8.688621370586159e-72,5.03168665414351,4.2315285361839403e-109,4.00078814721961,0.0002482096639736,,,,,3.86417466446682,0.000340747506881
378,Clec9a,8,,,,,1.29538876688538,0.0001183129774184,,,,,,,1.99131670599121,0.0005399813373048,,,,,1.9008618707,3.36494324928489e-06,,,,,,,,,,,1.2498583203,0.0033023578,,,8.15432166602264,4.06050463724985e-08,1.4047136868,2.43303160646658e-13,1.38845283074022,2.36138411776832e-34,,,,,,,2.16230540824804,0.000294570670423
379,Slamf1,8,,,,,0.63964608160213,9.42889368600256e-06,,,,,1.0800487712,0.0053650167,,,,,,,1.0239132311,3.13629434398428e-05,0.8820146034,0.0334251207,,,,,,,,,0.6584869767,0.0402482481,,,,,0.9972205941,1.48585819549144e-12,0.885061564809391,5.741900919061301e-32,,,,,,,1.194651940367,3.36084160414536e-05
380,Selenom,8,,,,,,,,,0.378971654788,1.7386313506838598e-176,,,,,1.72331137102692,9.7948002642302e-05,1.12574594723918,1.70399009639573e-07,1.0457277696,3.04451449139106e-07,,,,,0.517367248190374,1.25529949533857e-162,,,,,0.7622414572,0.0034872762,,,,,0.935380062,1.38300961084022e-08,,,,,,,,,1.69028138050957,8.50860923565263e-09
381,Rassf4,8,,,,,-1.69544192588321,1.72380784219667e-08,,,,,-1.5826873898,0.0060889133,-0.936948308460685,5.94281780773667e-06,,,,,-1.5561417458,2.44461050138128e-08,-1.403637938,0.0065739084,,,,,,,,,-1.5082036618,0.0021200704,,,,,-0.7447813761,3.85048821120782e-06,-1.03381230930657,3.2467184063708703e-46,,,,,,,,
383,Rab11a,8,,,,,,,,,0.28892446317162,4.0956181384792e-140,0.5323553931,0.036722971,,,,,,,0.5219235897,5.53789633523487e-05,,,,,0.25923291601153,5.12935286282244e-54,,,,,,,,,,,0.7766189198,4.04911344011912e-07,0.591488378084177,2.25895586773086e-16,,,,,0.998260940410156,3.44936984153594e-06,0.587740164803259,0.0001555878161042
384,Ripk4,8,5.2086188211,0.0187457968,,,4.89351287602143,1.7172667592275698e-18,,,,,3.5980399393,0.0025343997,3.22108353016683,3.33404124154052e-20,,,,,,,2.9280818248,0.0003677349,,,,,,,8.07469669376122,7.56544679477992e-05,,,,,10.9008413480854,2.46266225181295e-07,,,3.8858842331238,5.71991829683447e-104,,,,,,,,
386,Ccdc92,8,,,,,2.04057949292689,9.19398803022182e-12,,,,,,,1.41679690555498,1.2177577514811e-08,,,,,1.5638426398,3.29165704236598e-05,,,,,,,,,2.26741125902832,8.15360038293356e-05,,,,,9.44220039209098,4.51596632920748e-08,1.6693875231,2.46152771742978e-13,1.70001984028767,2.93801029893304e-38,,,,,,,2.08464103855885,0.001409421562886
387,Muc13,8,,,,,0.701363188383995,1.05104078535249e-05,,,0.250831305227313,3.47460014897781e-74,0.6258016881,0.0258648046,0.749466856888543,5.588647563867901e-10,,,,,0.4652894833,5.64570653632563e-05,,,0.592644506333327,0.0435242745119794,,,,,,,,,,,1.54060899570418,4.820041750737581e-09,,,,,,,,,,,0.605706481324479,2.08301936812184e-10
389,Egr1,8,,,,,,,,,,,,,,,-3.51703196576098,8.16596967800858e-24,,,,,,,0.729313961408332,0.0480391115096049,0.498536738381897,1.36250586389052e-178,,,2.14820077194335,8.02730220541323e-08,1.3157208228,0.0154488061,1.3277578443,3.28019245645898e-07,,,,,,,,,,,1.42492739155009,1.52935479914708e-08,1.14728696152995,0.0005841217723307
390,Fam169a,8,,,,,1.58873294863521,7.01197977086329e-05,,,,,2.0518544006,0.0204017685,2.69431365331765,1.45911589741759e-10,,,,,,,1.8329110874,0.0052626709,,,,,,,,,1.0754686793,0.0146868571,,,8.59142572057146,4.905242187375101e-10,,,2.59782829801713,2.5239919836178497e-114,4.12989093503332,6.84738380024545e-06,,,,,,
391,Kcnip3,8,,,,,0.708175988281935,0.0001031380449975,0.2788029121,8.835329499004389e-11,,,,,0.870698919031179,8.2568122471029e-07,,,,,1.3090433128,1.61382956274e-09,,,,,,,,,,,1.1540817263,0.019860017,,,,,0.7524896753,5.36646995670856e-07,0.86002192806269,1.04329812526975e-23,,,,,,,1.31354638005534,0.0005415592205811
392,Hpgds,8,,,,,1.75283862089114,7.338449866791329e-11,,,,,,,2.64223401079781,1.53256220895559e-10,,,,,1.7357599632,1.82145301757877e-11,,,1.00601784780833,0.0452154372174161,,,,,,,1.6213759505,0.0054089204,,,,,1.2429313954,2.53723216084785e-10,1.16430728348078,3.3067032639134602e-21,1.99703997537978,4.01048033937014e-06,,,,,,
393,Ptger4,8,,,,,1.10553444140463,2.0281385655421197e-12,,,,,1.8357816278,0.0038231091,0.513889797825731,5.03537796667143e-05,,,,,,,1.3302176729,0.0424522509,,,,,1.1132925486,4.93672109468097e-05,,,,,,,,,1.1046621264,1.21849253714188e-12,1.05632266806216,3.97287785040923e-39,,,,,,,1.38572070168987,1.84256853405553e-07
397,Nr4a1,8,0.3807533787,0.0230181511,,,-1.63595911683713,0.0014544709163174,,,0.376679100381457,3.87520676283458e-210,,,-0.454125015448124,0.0001383462832216,-8.42736407634311,8.40324528835615e-34,,,,,,,,,0.564030898201847,2.6183727836230503e-171,,,3.27598165169551,1.01975557501442e-06,,,1.0258815434,0.001866066,,,,,,,,,,,,,,
398,Tsc22d1,8,1.527469005,0.0196017231,,,,,0.4998557354,0.001509726,0.320396051892957,1.48831437206406e-188,,,,,,,0.893530200511082,1.22383125960408e-05,0.9125764879,8.85421806645338e-11,,,,,,,,,,,0.4761904615,0.0434734763,,,,,,,,,,,,,1.26789376866439,9.28184165912891e-11,0.614006958857812,1.33263785294578e-05
400,Dennd5b,8,,,,,,,,,,,1.9939239544,0.0111913528,1.00279292434607,2.34978705122411e-05,,,,,0.9304632933,0.0028006618,1.4927344578,0.0271618849,,,,,,,,,0.5618404843,0.0288423022,,,,,0.6892704857,2.29574529161939e-06,0.603793777221296,7.915331592890431e-15,1.1305874631371,0.001186334353959,,,,,,
401,Klf6,8,,,,,,,,,0.272995048954439,4.35363911146305e-62,,,0.55747195906492,6.01338742807529e-06,-3.55104082682507,1.58614054405043e-14,1.0430531797604,0.0002198711960326,,,,,,,,,,,,,0.8275593644,0.0411666534,,,,,,,,,,,0.7917529774,0.0241150586,1.56847000924145,2.62363939921058e-06,1.05500591580195,2.00720616400256e-05
402,Lsr,8,,,,,1.11551303029102,3.11679419513174e-11,,,,,1.155968516,0.0444467676,0.958290054579766,2.39890058130105e-07,,,,,0.9580779332,0.0004004394,,,,,,,,,,,0.9330190409,0.0213536021,,,,,1.4482904443,1.46466499074975e-10,1.58086531737429,2.67043072256788e-39,,,,,,,2.04650236384362,2.60205196686081e-07
403,Pdzk1ip1,8,-1.0140511748,0.0303698288,,,,,,,0.387441234447613,9.232490599052331e-235,,,,,1.71726677393368,3.58365897799838e-06,1.00909038701031,1.38183707476484e-10,0.3851796457,0.0027384182,,,,,0.51959273520462,5.25455966891398e-138,,,,,,,,,,,,,,,,,,,1.9587192216533,3.9609668905553903e-10,1.14150919951297,4.31021008419627e-22
404,Il15,8,,,,,,,-0.5430560961,1.0594655425319499e-11,,,,,-1.06592171377223,5.8781789329328e-08,,,,,-0.7085967249,0.0009300479,-0.8982516634,0.0287965943,,,,,,,,,-0.8096042617,0.0233881684,,,,,-0.7724538007,1.64312846003732e-06,-0.806597832839367,6.26008368962232e-16,,,,,,,-1.06069545705319,0.0001818663972477
405,Exoc6b,8,,,0.6216854621,0.0004692162,0.59747486473426,2.6067982227483e-06,,,,,1.2387637704,0.0060520945,,,,,,,,,,,,,,,,,,,,,0.3924025091,0.025869729,3.32424773982052,6.42168657692448e-08,1.0561274842,2.09793845517056e-12,0.949721067992511,2.46714375034457e-38,,,,,,,0.958565315512015,5.6272651438922e-05
406,Arhgef28,8,,,,,1.01291930131617,1.74564900149475e-06,,,,,1.0109137641,0.0183326336,1.84296094338368,1.27780441653618e-11,,,,,,,1.1732310991,0.004965481,0.90039719195833,0.024449277918261,,,,,1.56899572468873,0.0001833991102018,0.6912001394,0.0483470472,,,,,,,,,,,,,9.72311287044975,6.56555745373641e-06,,
408,Ctsw,8,,,,,1.64148984862208,4.40478787471732e-17,0.3735568374,0.0005846091,,,,,1.36211637605071,1.17854587807775e-10,1.92205706345252,2.97895834574e-05,1.12400060187852,2.12670635961833e-05,,,1.2849736259,0.0081367755,,,,,,,,,0.9027703795,0.0154488061,,,,,,,1.37224802023765,1.40499656760526e-41,,,,,,,,
409,Zfp334,8,,,,,,,,,,,1.164026378,0.026672195,,,5.12109655033697,0.0004910059492225,,,1.8759076606,5.70380785189527e-05,,,,,,,,,3.15512634842375,5.4328691502709e-05,0.8586774585,0.0303103388,,,9.95543188939182,3.27266438320309e-06,1.4449658101,8.585776604920089e-11,1.60375054542018,1.3730998113310299e-34,,,,,,,,
410,Sell,8,1.0218645874,0.0228811383,,,,,,,,,-2.0745215708,0.0114985826,0.881922907177051,7.28419458446532e-06,,,-1.61987052878538,5.05886065159278e-05,,,,,-1.09082765653333,0.0422868865085855,,,,,,,,,-0.3702909864,0.0005122025,,,,,-0.914943246082304,2.80765243303101e-17,,,,,,,-1.83115835650159,2.91771443235156e-08
412,Socs3,8,,,,,,,,,0.273510765575532,1.626156397802e-154,,,0.374250054949103,0.0023817575916052,-5.67470511623432,6.87395264170621e-11,2.14364567695972,2.90309336516656e-05,1.9818277809,2.5644157038212297e-11,,,,,,,,,,,,,,,,,1.6554933653,1.62226104405757e-21,,,2.58996723820005,9.83894450918814e-08,,,,,2.16761239319552,6.1245710930352e-06
413,C4b,8,,,,,4.85840311808938,5.66078565413239e-17,,,,,,,6.11370265136946,3.29021011815507e-67,,,,,4.5936998553,6.37616919720024e-24,,,,,,,1.129004912,6.9115102444036e-05,,,1.0345760992,0.0045855059,,,,,2.3900935154,7.28697466458785e-50,2.45487296729784,4.8396085169079e-125,3.42128813500418,0.0012596533289596,,,,,,
414,Ndrg1,8,1.6756270579,0.0153179182,,,0.894141893659192,0.0001437235870908,,,,,1.0050021363,0.0175761871,1.59967154406832,2.91079109511563e-33,,,,,,,0.7374356916,0.047541789,,,,,,,,,0.6465034444,0.0236562577,0.5113995635,0.0069462406,,,,,,,,,,,,,0.683190903794868,5.27530109944778e-05
432,Ntf3,8,,,,,7.57943432375009,7.79874639229564e-17,,,,,3.0432636244,0.0402680686,,,,,,,9.0159571429,1.0951334235732e-09,2.7419500373,0.0287965943,,,,,,,,,,,,,10.9796693220857,5.446675729609949e-12,3.8951962956,3.87944515090806e-17,3.73162681976763,7.34900179327851e-33,,,,,11.9975925512582,1.0876059002832e-06,,
433,Sat1,8,,,,,,,0.6652957086,0.0334314001,0.275372097342145,1.01148065200071e-89,1.3780411608,0.0121300839,,,,,0.795566873850215,2.17481239893134e-06,,,,,,,0.303405658272071,4.66172296712664e-48,,,,,,,,,,,,,,,0.821516588781774,0.0003849186865639,,,1.17151251954252,0.0001238442114863,0.727130710225704,0.0006858973358223
434,Syk,8,,,,,-0.600308180284156,0.0005513690443842,,,,,-0.7984435667,0.0219758699,-0.4482880265865,0.0030985273175482,,,,,-0.5784669694,9.79682040713679e-05,-0.8547767021,0.0248680601,,,,,,,,,,,,,,,-0.8107728933,3.64454590656114e-06,-0.811307440196749,2.74534403186906e-20,,,,,,,-0.886619036211271,6.16115481396598e-06
435,Gpx8,8,,,,,2.03030307032842,7.83501709044174e-07,,,,,1.995183471,0.0434681274,1.49148135231132,0.0010037180409229,4.25434006394398,2.02591948837082e-05,1.63469142498716,6.3163723480833e-05,,,2.4071088044,0.0079596625,,,,,,,,,1.4888572488,0.0010331494,,,,,,,1.90993266451411,1.5942901095308098e-29,,,,,,,,
436,Sdcbp,8,1.9369131541,0.0206396203,,,0.509038617422652,0.000498563335733,,,0.316831689326267,5.533865307073749e-299,,,0.443649980169534,0.0009157513927254,,,,,0.595843314,8.25035211343507e-10,,,,,,,,,,,,,,,,,0.871223799,9.6248517260352e-05,0.656727114070977,2.8703886778149197e-12,,,,,,,0.433669768872852,9.20827722594711e-06
438,Gm5833,8,,,,,,,,,,,,,3.42926628437671,3.80553865418402e-13,4.54287503687884,1.82434572881768e-11,,,3.875172691,1.2007695204672e-28,,,,,,,1.4342257124,1.43555630769321e-05,,,,,,,10.7397759311549,5.49928483265396e-17,2.0370708081,4.99633573395074e-19,2.16500602373333,8.0205011375897e-74,,,,,11.5724693002661,4.503546127017241e-15,,
